PHL,RDU,Mon,18:19:00,19:39:00,337
MCO,MCI,Wed,19:09:00,22:27:00,1072
MCO,MCI,Wed,18:58:00,22:08:00,1072
DCA,IAH,Sat,10:10:00,13:41:00,1206
SAV,IAH,Mon,21:18:00,23:54:00,849
CMH,FLL,Sat,14:42:00,17:37:00,975
SEA,CMH,Sun,20:03:00,01:32:00,2011
MEM,PIT,Mon,15:36:00,17:39:00,651
MEM,PWM,Thu,21:38:00,01:19:00,1203
MCO,LGA,Sat,18:48:00,21:40:00,951
FLL,RDU,Thu,19:06:00,21:22:00,682
PDX,LAX,Fri,16:28:00,19:04:00,834
MEM,PWM,Fri,21:32:00,01:04:00,1203
LGA,FAI,Sat,13:30:00,22:09:00,3259
CVG,DTW,Sat,16:00:00,17:00:00,229
MSY,TUL,Mon,16:35:00,18:24:00,538
SAN,SMF,Wed,20:12:00,21:58:00,480
RDU,MSP,Fri,17:21:00,20:14:00,979
AUS,BUF,Sun,09:41:00,13:34:00,1365
TUL,BOS,Wed,19:34:00,23:32:00,1391
SNA,JFK,Thu,08:57:00,15:38:00,2449
CVG,ONT,Sun,08:50:00,14:08:00,1850
ATL,SNA,Tue,08:00:00,13:20:00,1915
SAN,SMF,Tue,19:56:00,21:43:00,480
FLL,RDU,Sat,19:04:00,21:14:00,682
CLE,ORD,Thu,13:08:00,14:30:00,314
MEM,ORD,Sun,11:19:00,13:07:00,492
BUF,MKE,Tue,20:29:00,22:23:00,463
TUL,PWM,Sat,16:51:00,21:04:00,1443
SLC,ADW,Sun,16:51:00,22:04:00,1857
ADW,DEN,Tue,08:37:00,12:46:00,1482
FLL,LGA,Fri,17:45:00,20:56:00,1078
SAT,STL,Sun,09:23:00,11:49:00,786
SAT,EWR,Wed,19:42:00,00:08:00,1567
PWM,MIA,Sun,09:02:00,12:52:00,1355
JFK,BUF,Mon,13:22:00,14:39:00,300
FAI,SMF,Tue,06:18:00,11:59:00,2092
RSW,SAT,Thu,08:47:00,11:56:00,1039
ONT,OAK,Sun,19:06:00,20:34:00,361
IAH,RDU,Thu,08:02:00,11:05:00,1041
MCO,LGA,Fri,18:49:00,21:40:00,951
PBI,LAX,Sat,08:24:00,14:43:00,2326
TPA,BWI,Mon,18:30:00,21:06:00,844
PVD,ANC,Tue,06:09:00,15:12:00,3395
JFK,BUF,Tue,13:21:00,14:38:00,300
SAV,MSY,Wed,12:35:00,14:26:00,555
RSW,SFO,Mon,17:33:00,00:19:00,2477
SDF,BUF,Mon,19:08:00,20:54:00,493
AUS,BUF,Tue,09:37:00,13:35:00,1365
MEM,PWM,Sat,21:35:00,01:08:00,1203
TUL,PWM,Sun,16:49:00,20:56:00,1443
RIC,RSW,Sun,17:29:00,20:03:00,801
TPA,CLT,Sun,09:03:00,10:55:00,508
LAX,SMF,Thu,16:43:00,18:18:00,373
CLE,TUL,Fri,19:11:00,21:49:00,836
MEM,PWM,Mon,21:37:00,01:11:00,1203
PIT,TPA,Wed,19:02:00,21:47:00,874
FAI,IAH,Sun,17:05:00,02:14:00,3277
LGA,FAI,Sat,13:35:00,22:19:00,3259
JFK,BUF,Mon,13:22:00,15:07:00,300
PDX,DEN,Tue,11:44:00,15:02:00,989
IAH,SDF,Tue,13:27:00,15:49:00,788
RDU,SAT,Tue,15:09:00,18:39:00,1222
AUS,MEM,Sat,07:28:00,09:49:00,558
PHL,PIT,Mon,10:32:00,11:39:00,267
FLL,RDU,Thu,19:19:00,21:30:00,682
MCO,SAV,Fri,11:07:00,12:11:00,255
TPA,CLT,Mon,09:09:00,10:55:00,508
FAI,IAH,Tue,17:03:00,01:48:00,3277
IND,SAT,Wed,07:26:00,10:23:00,985
PWM,BUF,Sun,10:45:00,12:25:00,426
TUL,STL,Sun,11:09:00,12:31:00,350
CMH,FLL,Fri,14:52:00,17:47:00,975
SFO,MSP,Sat,08:39:00,13:05:00,1585
SAV,MCO,Tue,15:28:00,16:35:00,255
AUS,MCO,Wed,18:16:00,21:09:00,992
IAD,PIT,Wed,20:06:00,21:01:00,182
ADW,SJC,Thu,16:52:00,23:30:00,2428
IAD,PIT,Sat,19:52:00,20:56:00,182
SFO,MSP,Sun,08:35:00,13:09:00,1585
RNO,ANC,Mon,19:15:00,00:38:00,1970
ONT,OAK,Thu,19:03:00,20:31:00,361
BUF,MKE,Mon,20:23:00,22:11:00,463
SAN,SFO,Tue,12:48:00,14:20:00,446
JFK,BUF,Tue,13:15:00,14:27:00,300
PDX,LAX,Tue,16:34:00,19:01:00,834
SAV,LAX,Tue,20:11:00,02:02:00,2147
MDW,TPA,Wed,11:21:00,14:21:00,998
RDU,SAT,Fri,15:12:00,18:40:00,1222
FAI,IAH,Sun,17:07:00,01:53:00,3277
PWM,AUS,Tue,20:58:00,01:52:00,1761
STL,SFO,Sat,15:10:00,19:58:00,1731
MSP,FLL,Tue,18:31:00,22:45:00,1489
ONT,OAK,Tue,19:13:00,20:39:00,361
CVG,ONT,Thu,08:48:00,13:56:00,1850
MDW,TPA,Sat,11:23:00,14:32:00,998
SEA,SAT,Sun,12:57:00,17:59:00,1774
RNO,ANC,Mon,19:22:00,00:54:00,1970
ANC,SFO,Tue,11:33:00,17:02:00,2016
DEN,MEM,Tue,15:01:00,17:44:00,871
ATL,SNA,Wed,07:44:00,13:06:00,1915
SDF,CLT,Wed,08:11:00,09:37:00,335
AUS,BUF,Tue,09:42:00,13:37:00,1365
PVD,ORD,Sat,21:42:00,00:25:00,847
SFO,MSP,Sat,08:32:00,12:58:00,1585
JAX,ANC,Sat,15:50:00,01:32:00,3681
IND,SAT,Sun,07:22:00,10:23:00,985
DEN,MEM,Fri,15:00:00,17:37:00,871
RDU,ANC,Sat,16:01:00,01:11:00,3473
SAV,LAX,Sat,20:28:00,02:24:00,2147
SFO,MSP,Wed,08:30:00,13:03:00,1585
LAX,SMF,Wed,16:38:00,17:57:00,373
ADW,MIA,Thu,07:02:00,09:53:00,921
ATL,SNA,Sat,07:53:00,13:09:00,1915
MCO,SAV,Sun,11:05:00,12:25:00,255
JAX,ANC,Mon,15:45:00,01:34:00,3681
SAT,STL,Wed,09:29:00,11:53:00,786
PHX,ADW,Wed,21:09:00,02:38:00,1984
ANC,SFO,Thu,12:41:00,18:12:00,2016
SAN,SMF,Sun,19:53:00,21:35:00,480
MCO,SAV,Thu,11:07:00,12:18:00,255
FAI,IAH,Fri,17:04:00,01:50:00,3277
PWM,AUS,Tue,20:50:00,01:45:00,1761
PDX,DEN,Sun,11:33:00,14:37:00,989
TPA,FLL,Tue,20:14:00,21:16:00,196
TPA,CLT,Tue,09:08:00,11:00:00,508
SMF,PIT,Wed,14:33:00,20:29:00,2185
JFK,STL,Sun,17:23:00,20:07:00,890
MIA,MSP,Wed,07:55:00,12:07:00,1502
PHX,ADW,Wed,23:15:00,05:02:00,1984
TPA,BWI,Wed,18:35:00,21:14:00,844
TUL,ANC,Sat,14:26:00,22:12:00,2888
AUS,BUF,Sun,09:44:00,13:43:00,1365
JAX,ANC,Tue,15:41:00,01:36:00,3681
CLT,ADW,Sat,18:51:00,20:10:00,335
SAV,IAH,Sun,21:10:00,23:48:00,849
LAX,SMF,Mon,16:40:00,18:21:00,373
TUL,PWM,Fri,16:43:00,20:55:00,1443
BNA,DEN,Sun,18:11:00,21:07:00,1011
PVD,ORD,Thu,21:44:00,00:25:00,847
PWM,MIA,Fri,09:02:00,13:14:00,1355
JAX,ANC,Fri,15:47:00,01:29:00,3681
MCI,IAD,Tue,13:00:00,15:49:00,924
TPA,BWI,Wed,18:27:00,21:05:00,844
MCO,LGA,Wed,18:45:00,21:38:00,951
IAD,TUL,Mon,13:23:00,16:23:00,1025
MKE,MDW,Mon,20:54:00,21:32:00,80
LGA,FAI,Thu,13:28:00,22:09:00,3259
DCA,IAH,Sat,10:13:00,13:47:00,1206
SNA,SDF,Sat,13:32:00,18:37:00,1815
TUL,PWM,Mon,17:18:00,21:17:00,1443
SAV,MSY,Fri,12:36:00,14:24:00,555
AUS,BUF,Thu,09:46:00,13:44:00,1365
CVG,ONT,Thu,08:39:00,14:16:00,1850
PVD,ANC,Tue,06:12:00,15:13:00,3395
TUL,BOS,Fri,19:33:00,23:30:00,1391
JAX,ANC,Sat,15:57:00,01:43:00,3681
CVG,DTW,Sat,15:42:00,16:55:00,229
MEM,PWM,Tue,21:31:00,01:01:00,1203
JFK,IND,Wed,09:49:00,12:01:00,663
SAV,MSY,Wed,12:42:00,14:39:00,555
TPA,CLT,Fri,09:07:00,10:55:00,508
CLE,TUL,Fri,19:11:00,21:49:00,836
IAH,PHL,Sun,21:53:00,01:45:00,1323
SDF,BUF,Mon,19:15:00,20:55:00,493
SDF,BUF,Mon,18:53:00,20:39:00,493
FAI,IAH,Mon,17:07:00,01:55:00,3277
PDX,DEN,Sat,11:35:00,14:28:00,989
MCO,LGA,Mon,18:42:00,21:33:00,951
TUL,PWM,Tue,16:52:00,20:52:00,1443
PVD,ORD,Tue,21:39:00,00:12:00,847
IND,SAT,Thu,07:16:00,10:14:00,985
CLE,TUL,Fri,20:13:00,22:54:00,836
HNL,RIC,Sat,13:23:00,02:00:00,4838
IAD,PIT,Sat,19:59:00,21:15:00,182
SAV,MCO,Tue,15:31:00,16:36:00,255
SAT,EWR,Wed,19:54:00,00:14:00,1567
IAD,PIT,Thu,20:00:00,21:01:00,182
PVD,ORD,Thu,21:43:00,00:17:00,847
IND,SAT,Fri,07:11:00,10:12:00,985
DTW,BWI,Mon,13:47:00,15:20:00,408
SAV,MCO,Tue,15:26:00,16:31:00,255
BWI,ORD,Wed,21:43:00,23:47:00,620
JAX,TUL,Sat,07:29:00,10:18:00,908
LAX,SMF,Sun,16:41:00,18:05:00,373
SFO,PBI,Mon,08:00:00,15:04:00,2563
JFK,SYR,Sun,13:07:00,14:02:00,208
MDW,TPA,Tue,11:30:00,14:25:00,998
RDU,SAT,Tue,15:12:00,18:47:00,1222
ONT,OAK,Sat,19:11:00,20:33:00,361
JAX,ANC,Sun,15:52:00,01:38:00,3681
TPA,CLT,Tue,09:12:00,11:02:00,508
SFO,MSP,Tue,08:35:00,13:01:00,1585
LAX,SMF,Mon,16:34:00,18:00:00,373
TPA,CLT,Sat,09:00:00,11:00:00,508
PHX,ADW,Tue,21:07:00,02:42:00,1984
SNA,MSY,Fri,13:34:00,18:33:00,1636
CMH,SYR,Fri,21:10:00,22:39:00,411
SAT,STL,Sat,09:22:00,12:03:00,786
AUS,BUF,Thu,09:34:00,13:29:00,1365
DTW,BWI,Mon,13:52:00,15:20:00,408
ADW,SEA,Thu,06:42:00,13:07:00,2332
CVG,MDW,Thu,11:47:00,12:52:00,249
RIC,RSW,Thu,17:40:00,20:11:00,801
SAN,SMF,Fri,19:53:00,21:36:00,480
SLC,ADW,Tue,16:52:00,21:57:00,1857
ADW,STL,Wed,11:00:00,13:45:00,726
PDX,LAX,Wed,16:29:00,19:03:00,834
SAV,LAX,Tue,20:13:00,02:06:00,2147
FLL,LGA,Fri,17:52:00,21:01:00,1078
TUL,BOS,Mon,19:35:00,23:34:00,1391
LGA,SLC,Tue,08:01:00,13:31:00,1978
TUL,PWM,Tue,16:54:00,20:56:00,1443
JFK,STL,Tue,17:10:00,19:58:00,890
RDU,BOS,Sat,20:18:00,22:15:00,611
LGA,BWI,Mon,17:44:00,18:41:00,184
SAN,SEA,Wed,13:29:00,16:33:00,1051
RIC,RSW,Fri,17:29:00,20:03:00,801
SFO,MSP,Sun,08:34:00,13:01:00,1585
CVG,ONT,Wed,08:40:00,13:43:00,1850
SNA,JFK,Thu,08:53:00,15:42:00,2449
DEN,MEM,Sat,15:06:00,17:44:00,871
SAV,IAH,Fri,21:06:00,23:52:00,849
TPA,FLL,Tue,20:11:00,21:11:00,196
SAN,SEA,Wed,13:31:00,16:45:00,1051
STL,SFO,Sat,15:16:00,20:10:00,1731
MEM,PIT,Thu,15:45:00,17:52:00,651
MCO,SAV,Sun,11:02:00,12:09:00,255
FAI,DCA,Mon,20:17:00,04:55:00,3277
RIC,RSW,Sat,17:39:00,20:18:00,801
FAI,DCA,Mon,20:26:00,05:03:00,3277
FLL,SJC,Sat,08:14:00,15:11:00,2553
PDX,LAX,Thu,16:54:00,19:24:00,834
SAV,MSY,Tue,12:36:00,14:29:00,555
LGA,FAI,Tue,13:36:00,22:20:00,3259
SAV,LAX,Wed,20:13:00,02:00:00,2147
SFO,PBI,Sat,07:46:00,14:47:00,2563
IAD,PIT,Sat,20:02:00,20:57:00,182
PWM,MIA,Sun,09:00:00,12:49:00,1355
CVG,ONT,Sat,08:42:00,13:56:00,1850
SAT,STL,Sat,09:26:00,11:55:00,786
CVG,ONT,Sun,08:41:00,13:47:00,1850
FAI,DCA,Mon,20:12:00,04:54:00,3277
PVD,PDX,Thu,12:25:00,19:25:00,2529
CVG,ONT,Sun,08:48:00,13:59:00,1850
ORD,MSY,Tue,13:41:00,16:31:00,838
MDW,TPA,Thu,11:32:00,14:34:00,998
DEN,MEM,Sun,15:28:00,18:12:00,871
PWM,MIA,Mon,09:04:00,12:57:00,1355
ORD,MSY,Tue,13:41:00,16:12:00,838
SAN,SEA,Wed,13:19:00,16:24:00,1051
ADW,MIA,Thu,07:03:00,09:55:00,921
SAT,EWR,Thu,19:50:00,00:12:00,1567
ATL,SNA,Sat,07:39:00,12:55:00,1915
SAN,SFO,Sun,12:48:00,14:38:00,446
PDX,LAX,Sat,16:24:00,18:56:00,834
FLL,RDU,Sun,19:06:00,21:20:00,682
TUL,BOS,Mon,19:31:00,23:25:00,1391
SNA,SDF,Sat,13:34:00,18:40:00,1815
DEN,MEM,Sat,15:09:00,17:49:00,871
JAX,ANC,Sat,15:44:00,01:32:00,3681
DEN,MEM,Mon,15:02:00,17:41:00,871
CVG,ONT,Thu,08:46:00,14:00:00,1850
TPA,BWI,Fri,18:34:00,21:11:00,844
FLL,SJC,Sat,08:15:00,15:09:00,2553
PHX,ADW,Wed,21:09:00,02:47:00,1984
ATL,SNA,Fri,07:49:00,13:06:00,1915
IAD,SLC,Sat,19:01:00,00:05:00,1824
LAX,SMF,Sat,16:37:00,18:08:00,373
RSW,SFO,Mon,18:03:00,00:46:00,2477
SFO,MSP,Wed,08:33:00,12:58:00,1585
IND,SAT,Wed,08:18:00,11:20:00,985
IAD,LAX,Thu,12:48:00,19:06:00,2283
PVD,ORD,Thu,21:35:00,00:10:00,847
MCO,LGA,Wed,18:46:00,21:36:00,951
MCO,DFW,Fri,16:03:00,19:20:00,983
TPA,BWI,Tue,18:36:00,21:17:00,844
TPA,BWI,Fri,18:30:00,21:08:00,844
MCO,LGA,Sat,18:44:00,21:32:00,951
RNO,ANC,Mon,19:26:00,00:56:00,1970
SAN,SFO,Thu,12:34:00,14:11:00,446
IAH,DFW,Fri,17:04:00,18:15:00,224
ANC,SFO,Sat,11:40:00,17:11:00,2016
SFO,EWR,Sun,18:42:00,01:41:00,2559
TUL,BOS,Sun,19:54:00,00:06:00,1391
TUL,PWM,Tue,16:53:00,20:55:00,1443
AUS,BUF,Wed,09:48:00,13:49:00,1365
PHL,PIT,Thu,10:38:00,11:43:00,267
SLC,EWR,Thu,14:53:00,20:21:00,1964
BNA,DEN,Thu,19:14:00,22:12:00,1011
SAV,IAH,Thu,21:08:00,23:51:00,849
SLC,ADW,Fri,16:44:00,21:58:00,1857
BNA,DEN,Mon,18:14:00,21:20:00,1011
SMF,ADW,Wed,06:11:00,12:53:00,2385
RIC,RSW,Thu,17:28:00,20:05:00,801
SAV,LAX,Sat,20:17:00,02:13:00,2147
SAV,IAH,Sun,21:12:00,23:52:00,849
JAX,ANC,Mon,15:49:00,01:34:00,3681
AUS,FLL,Mon,22:00:00,01:18:00,1103
PHL,SNA,Thu,21:54:00,04:25:00,2375
PBI,DCA,Sat,11:05:00,13:40:00,859
RIC,RSW,Sat,17:43:00,20:08:00,801
SFO,PBI,Tue,07:48:00,15:03:00,2563
ONT,OAK,Thu,19:11:00,20:32:00,361
ONT,OAK,Tue,19:06:00,20:33:00,361
LAX,SMF,Wed,16:41:00,18:11:00,373
SAN,PWM,Sun,09:57:00,16:56:00,2618
SAV,MSY,Fri,12:43:00,14:42:00,555
SAV,IAH,Wed,21:09:00,23:48:00,849
SAT,STL,Thu,09:49:00,12:18:00,786
CLT,ADW,Sat,18:52:00,20:14:00,335
LGA,FAI,Mon,13:27:00,22:32:00,3259
CVG,ONT,Fri,08:45:00,13:50:00,1850
SAV,MSY,Fri,12:41:00,14:30:00,555
PBI,SLC,Sat,12:49:00,18:47:00,2059
PHL,PIT,Thu,10:38:00,11:46:00,267
TPA,BWI,Sun,18:33:00,21:13:00,844
BUF,MKE,Sun,20:26:00,22:04:00,463
CLE,TUL,Fri,19:09:00,21:47:00,836
SFO,PBI,Sun,07:58:00,14:45:00,2563
SDF,BUF,Mon,18:54:00,20:34:00,493
IAD,PIT,Mon,20:01:00,21:00:00,182
SEA,PIT,Tue,13:25:00,19:11:00,2120
JAX,ANC,Tue,15:48:00,01:32:00,3681
SLC,ADW,Wed,16:51:00,21:57:00,1857
SLC,ADW,Thu,16:54:00,22:03:00,1857
TUL,BOS,Fri,19:33:00,23:37:00,1391
CVG,ONT,Sat,08:47:00,14:00:00,1850
RSW,SFO,Mon,17:32:00,00:34:00,2477
TUL,PWM,Thu,16:50:00,21:02:00,1443
MCO,DFW,Fri,15:53:00,18:51:00,983
CLT,AUS,Mon,06:19:00,09:24:00,1030
SLC,MEM,Thu,19:08:00,22:46:00,1259
SFO,MSP,Mon,08:31:00,13:02:00,1585
MSY,HNL,Mon,11:45:00,22:42:00,4199
RSW,SFO,Mon,17:44:00,00:31:00,2477
BNA,DEN,Mon,18:13:00,21:13:00,1011
BOS,ADW,Wed,08:21:00,10:20:00,393
AUS,MCO,Wed,18:11:00,21:16:00,992
SEA,SAT,Sun,12:57:00,18:18:00,1774
MCO,LGA,Mon,18:41:00,21:30:00,951
BUF,MKE,Mon,20:28:00,22:11:00,463
MCI,IAD,Tue,12:57:00,15:41:00,924
PWM,MIA,Fri,09:07:00,13:04:00,1355
PVD,ORD,Wed,21:42:00,00:25:00,847
SLC,ADW,Sat,16:42:00,21:51:00,1857
TPA,BWI,Sat,18:26:00,20:58:00,844
ANC,SAT,Mon,22:05:00,06:40:00,3189
FLL,RDU,Wed,18:55:00,21:11:00,682
SEA,CMH,Sun,19:57:00,01:33:00,2011
PWM,MIA,Tue,09:06:00,12:55:00,1355
SFO,MSP,Sat,08:24:00,12:56:00,1585
IND,SAT,Mon,08:16:00,11:12:00,985
RIC,RSW,Sat,17:28:00,20:02:00,801
IND,SAT,Fri,07:11:00,10:33:00,985
FLL,SJC,Sat,08:13:00,15:34:00,2553
MIA,SNA,Sat,21:16:00,03:36:00,2306
MSY,HNL,Mon,12:09:00,23:15:00,4199
SLC,LGA,Mon,20:59:00,02:25:00,1978
PDX,LAX,Tue,16:29:00,19:22:00,834
JFK,BUF,Wed,13:23:00,14:43:00,300
PHX,ADW,Fri,21:08:00,02:37:00,1984
TPA,CLT,Sat,09:09:00,11:01:00,508
LGA,SLC,Tue,07:52:00,13:15:00,1978
DEN,MEM,Tue,15:09:00,17:57:00,871
AUS,BUF,Sat,09:37:00,13:28:00,1365
PHL,PIT,Sat,10:33:00,11:40:00,267
SAV,LAX,Sat,20:16:00,02:12:00,2147
RDU,SAT,Wed,15:10:00,18:41:00,1222
IAH,RDU,Thu,07:58:00,11:02:00,1041
MSP,FLL,Tue,18:25:00,22:43:00,1489
DEN,MEM,Wed,15:02:00,17:40:00,871
CVG,ONT,Sat,08:50:00,13:58:00,1850
TPA,CLT,Sat,09:01:00,11:04:00,508
JAX,BNA,Sat,14:14:00,16:00:00,484
SAV,IAH,Sat,21:12:00,23:46:00,849
SAN,SFO,Thu,12:39:00,14:12:00,446
MDW,TPA,Tue,11:31:00,14:48:00,998
FAI,IAH,Tue,17:07:00,01:54:00,3277
AUS,MEM,Sat,07:32:00,09:28:00,558
SAV,LAX,Sun,20:14:00,02:02:00,2147
TPA,BWI,Thu,18:37:00,21:15:00,844
MSY,SYR,Fri,18:11:00,21:48:00,1196
HNL,RIC,Sun,13:26:00,02:08:00,4838
RDU,SAT,Sun,15:02:00,18:34:00,1222
PDX,DEN,Tue,11:34:00,14:34:00,989
MSP,FLL,Tue,18:49:00,23:12:00,1489
TUL,BOS,Thu,19:35:00,23:32:00,1391
SDF,BUF,Mon,18:56:00,20:52:00,493
TUL,PWM,Wed,16:49:00,20:55:00,1443
HNL,RIC,Fri,13:20:00,01:58:00,4838
PHL,RDU,Sun,18:20:00,19:50:00,337
CLT,AUS,Mon,06:19:00,09:24:00,1030
LGA,BWI,Mon,17:50:00,18:51:00,184
IND,SAT,Wed,07:31:00,10:34:00,985
SLC,MEM,Thu,19:05:00,22:46:00,1259
SYR,RNO,Fri,10:59:00,17:09:00,2254
JFK,STL,Fri,17:24:00,20:03:00,890
SAN,SMF,Wed,19:48:00,21:29:00,480
CLT,ADW,Tue,18:48:00,20:03:00,335
JFK,MDW,Wed,10:45:00,13:11:00,729
DEN,MEM,Wed,15:07:00,17:45:00,871
TUL,PWM,Thu,16:50:00,20:56:00,1443
FAI,IAH,Fri,19:06:00,03:51:00,3277
CLE,TUL,Fri,19:08:00,21:39:00,836
RIC,RSW,Sat,17:39:00,20:14:00,801
TPA,BWI,Thu,18:37:00,21:11:00,844
CVG,ONT,Fri,08:53:00,14:01:00,1850
MSY,TUL,Mon,16:34:00,18:31:00,538
TUL,BOS,Wed,19:28:00,23:34:00,1391
PVD,ORD,Mon,21:46:00,00:24:00,847
SFO,MSP,Mon,08:24:00,12:56:00,1585
SAV,MSY,Mon,12:36:00,14:41:00,555
CVG,ONT,Fri,08:46:00,13:54:00,1850
PHX,ADW,Thu,21:08:00,02:31:00,1984
PHL,PIT,Sun,10:42:00,11:53:00,267
CLT,ADW,Sun,19:00:00,20:26:00,335
RDU,FAI,Tue,07:37:00,16:42:00,3399
BNA,DEN,Sat,18:19:00,21:26:00,1011
JFK,BUF,Mon,13:18:00,14:48:00,300
ATL,SNA,Tue,07:46:00,13:05:00,1915
CMH,IAH,Tue,20:44:00,23:40:00,985
RDU,SAT,Fri,15:14:00,18:48:00,1222
LGA,RNO,Sat,07:48:00,14:21:00,2398
CVG,DTW,Sat,15:43:00,16:43:00,229
BNA,DEN,Sat,20:25:00,23:31:00,1011
SAV,MSY,Wed,12:35:00,14:32:00,555
PVD,ORD,Thu,21:43:00,00:22:00,847
MEM,PIT,Sat,15:36:00,17:50:00,651
CVG,ONT,Fri,08:40:00,13:51:00,1850
TUL,STL,Sun,11:14:00,12:41:00,350
CLT,AUS,Mon,06:22:00,09:29:00,1030
IAD,PIT,Wed,19:56:00,21:14:00,182
RIC,ONT,Tue,16:48:00,23:03:00,2253
TUL,BOS,Thu,19:26:00,23:30:00,1391
PHL,PIT,Thu,10:36:00,11:42:00,267
SAN,SFO,Wed,12:32:00,14:18:00,446
PWM,MIA,Mon,09:05:00,12:59:00,1355
SAV,IND,Mon,10:50:00,12:49:00,596
SFB,ADW,Fri,09:05:00,11:20:00,737
SFO,MSP,Sun,08:32:00,12:57:00,1585
DTW,SNA,Mon,09:42:00,15:05:00,1956
SNA,JFK,Thu,08:58:00,15:41:00,2449
ATL,SNA,Thu,08:51:00,14:02:00,1915
PHX,ADW,Sat,21:09:00,02:35:00,1984
DTW,SNA,Mon,09:39:00,15:02:00,1956
SDF,BUF,Mon,18:53:00,20:41:00,493
ANC,SFO,Wed,11:43:00,17:23:00,2016
PHX,ADW,Wed,21:09:00,02:30:00,1984
PDX,LAX,Fri,16:36:00,19:16:00,834
AUS,BUF,Sat,09:36:00,13:36:00,1365
RIC,RSW,Wed,17:36:00,20:09:00,801
PHL,PIT,Sun,10:42:00,11:51:00,267
MCO,SAV,Sat,11:09:00,12:12:00,255
CVG,ONT,Mon,08:44:00,13:49:00,1850
MCO,SAV,Mon,11:01:00,12:07:00,255
IAD,PIT,Wed,20:01:00,21:03:00,182
MEM,PWM,Wed,21:33:00,01:04:00,1203
AUS,BUF,Thu,09:37:00,13:44:00,1365
PVD,ORD,Fri,21:45:00,00:36:00,847
SFO,MSP,Sat,08:30:00,13:01:00,1585
MCO,LGA,Thu,18:51:00,21:40:00,951
CMH,FLL,Sun,14:45:00,18:07:00,975
SAT,STL,Wed,09:18:00,11:53:00,786
JAX,MEM,Sun,15:56:00,17:58:00,574
CVG,ONT,Tue,08:44:00,13:54:00,1850
TPA,BWI,Fri,18:33:00,21:13:00,844
BUF,MKE,Tue,20:23:00,22:06:00,463
SFO,PBI,Thu,07:56:00,14:56:00,2563
HNL,RIC,Thu,13:20:00,01:51:00,4838
ADW,DEN,Tue,08:34:00,12:39:00,1482
SDF,CLT,Wed,08:14:00,09:55:00,335
SAN,SMF,Thu,19:50:00,21:36:00,480
PHL,SNA,Thu,21:50:00,04:16:00,2375
JFK,STL,Fri,17:15:00,20:03:00,890
FLL,RDU,Fri,19:02:00,21:11:00,682
LGA,FAI,Sat,13:30:00,22:13:00,3259
SAV,MSY,Mon,12:36:00,14:30:00,555
ORD,MSY,Tue,13:44:00,16:20:00,838
TPA,FLL,Tue,20:18:00,21:14:00,196
JAX,SJC,Mon,11:06:00,17:30:00,2337
DTW,BWI,Mon,13:52:00,15:26:00,408
PHL,RDU,Mon,18:26:00,20:09:00,337
PWM,MIA,Wed,09:12:00,12:58:00,1355
